product_id,image_path,ocr_text,ocr_text_cleaned
B0D2HKCMBP,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D2HKCMBP_allsrp_img6.jpg,"Groundbreaking Tech.
Game-Changing Sound.

Dual Drivers, Rich Detail

© shokz DualPitch
a

oe
Bone conduction Air conduction
(Geer highs and natural mids Deep, powerful bass

CaN","Groundbreaking Tech. Game-Changing Sound. Dual Drivers, Rich Detail  shokz DualPitch   Bone conduction Air conduction Geer highs and natural mids Deep, powerful bass CaN"
B0D2HKCMBP,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D2HKCMBP_allsrp_img7.jpg,"Choose from standard or
mini size for a seamless fit

standard 20cr%",Choose from standard  mini size for  seamless fit standard 20cr%
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img1.jpg,"c
2
a)
&
rc)
Ss)
Cc
7

Adaptive

ANC",Adaptive ANC
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img2.jpg,"Type - C Charging

Interface
Say we

vy

Instant
Voice Assistant

@
©",Type -  Charging Interface Say   Instant Voice Assistant
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img3.jpg,"Indoor Outdoor

1x™ Techfhology",Indoor Outdoor  Techfhology
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img4.jpg,"Ear-Canal Adaptive Noise Cancellation

Perfectly Tuned to Your Ears

i
‘7
o
ind |
Indoor Outdoor .

Office, Library & Cafe Riding, Outdoors & Driving |. ="" *~

Public

Shopping Mall & Complex

Commuting
Metro Station, Bus/Airplane","Ear-Canal Adaptive Noise Cancellation Perfectly Tuned  Your Ears    ind  Indoor Outdoor . Office, Library  Cafe Riding, Outdoors  Driving .   Public Shopping Mall  Complex Commuting Metro Station, BusAirplane"
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img5.jpg,"BEAST™ Mode

Low Latency for Gaming",BEAST Mode Low Latency for Gaming
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img6.jpg,Foldable Earcups,Foldable Earcups
B0DGTT5733,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGTT5733_allsrp_img7.jpg,"AOL
STEASI UW

VERS

Mm",AOL STEASI  VERS
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img1.jpg,,
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img2.jpg,,
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img3.jpg,"LONG-LASTING
BATTERY LIFE

Playtime

Fast Charging
5 Mins = 4 Hrs",LONG-LASTING BATTERY LIFE Playtime Fast Charging  Mins   Hrs
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img4.jpg,"LONG-LASTING
BATTERY LIFE

\

Playtime

Fast Charging |
5 Mins = 4 Hrs ‘",LONG-LASTING BATTERY LIFE  Playtime Fast Charging   Mins   Hrs
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img5.jpg,"MULTIPOINT
CONNECTION",MULTIPOINT CONNECTION
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img6.jpg,FOLDABLE DESIGN,FOLDABLE DESIGN
B0CD1FHLMH,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD1FHLMH_allsrp_img7.jpg,FOLDABLE DESIGN,FOLDABLE DESIGN
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img1.jpg,,
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img2.jpg,,
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img3.jpg,,
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img4.jpg,,
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img5.jpg,,
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img6.jpg,,
B0CCZ1HQ39,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ1HQ39_allsrp_img7.jpg,,
